"","country","ml_predicted_score","country_txt","incidents","fatalities","injuries","hostages","norm_incidents","norm_fatalities","norm_injuries","norm_hostages","gti_score","Freedom_Fighter","Insurgency","Neutral","State_Violence","Terrorism","total_articles","terrorism_ratio","state_violence_ratio"
"143","Trinidad and Tobago",0.529958093096436,"Trinidad and Tobago",25,6,35,0,0.00872093023255814,0.000734618916437098,0.00251025618957455,2.64871489136195,0.533081694255004,NA,NA,NA,NA,NA,NA,NA,NA
"144","Sweden",0.526857173807307,"Sweden",146,22,83,-296,0.0526889534883721,0.00269360269360269,0.0059528932495625,2.55067567567568,0.52794048063964,0,0,4,0,2,6,0.285714285714286,0
"145","Latvia",0.524675127121714,"Latvia",17,2,36,0,0.00581395348837209,0.000244872972145699,0.00258197779499096,2.64871489136195,0.532077021769544,NA,NA,NA,NA,NA,NA,NA,NA
"146","Norway",0.522596329597464,"Norway",24,80,90,-92,0.00835755813953488,0.00979491888582798,0.00645494448747741,2.61824324324324,0.530385380653753,0,1,3,0,0,4,0,0
"147","Barbados",0.519857076305157,"Barbados",3,76,3,0,0.000726744186046512,0.00930517294153658,0.000215164816249247,2.64871489136195,0.532795586373915,NA,NA,NA,NA,NA,NA,NA,NA
"148","People's Republic of the Congo",0.519704837984856,"People's Republic of the Congo",4,15,0,9,0.00109011627906977,0.00183654729109275,0,2.65169581346052,0.531217161763153,NA,NA,NA,NA,NA,NA,NA,NA
"149","Slovak Republic",0.517552045763857,"Slovak Republic",19,9,11,0,0.0065406976744186,0.00110192837465565,0.000788937659580572,2.64871489136195,0.532193553619028,NA,NA,NA,NA,NA,NA,NA,NA
"150","Guinea-Bissau",NA,"Guinea-Bissau",9,17,27,3,0.00290697674418605,0.00208142026323844,0.00193648334624322,2.64970853206147,0.531825522183771,NA,NA,NA,NA,NA,NA,NA,NA
"151","Western Sahara",NA,"Western Sahara",7,1,4,10,0.00218023255813953,0.00012243648607285,0.000286886421665663,2.65202702702703,0.531153583403002,0,0,1,0,0,1,0,0
"152","Estonia",NA,"Estonia",15,3,11,2,0.00508720930232558,0.000367309458218549,0.000788937659580572,2.64937731849497,0.531669606859072,0,0,1,0,0,1,0,0
"153","Swaziland",NA,"Swaziland",16,6,3,1,0.00545058139534884,0.000734618916437098,0.000215164816249247,2.64904610492846,0.531707814042477,NA,NA,NA,NA,NA,NA,NA,NA
"154","Serbia",NA,"Serbia",14,3,12,0,0.00472383720930233,0.000367309458218549,0.000860659264996988,2.64871489136195,0.531442454125646,0,0,4,0,0,4,0,0
"155","Belize",NA,"Belize",8,3,0,6,0.00254360465116279,0.000367309458218549,0,2.650702172761,0.531013708785014,NA,NA,NA,NA,NA,NA,NA,NA
"156","Luxembourg",NA,"Luxembourg",16,0,6,0,0.00545058139534884,0,0.000430329632498494,2.64871489136195,0.531464218617494,NA,NA,NA,NA,NA,NA,NA,NA
"157","Malawi",NA,"Malawi",12,33,1,0,0.00399709302325581,0.00404040404040404,7.17216054164156e-05,2.64871489136195,0.532168571712571,NA,NA,NA,NA,NA,NA,NA,NA
"158","Botswana",NA,"Botswana",10,11,11,0,0.0032703488372093,0.00134680134680135,0.000788937659580572,2.64871489136195,0.531285910859509,NA,NA,NA,NA,NA,NA,NA,NA
"159","Grenada",NA,"Grenada",5,9,21,0,0.00145348837209302,0.00110192837465565,0.00150615371374473,2.64871489136195,0.530810834039164,0,0,1,0,0,1,0,0
"160","East Timor",NA,"East Timor",10,9,7,0,0.0032703488372093,0.00110192837465565,0.000502051237914909,2.64871489136195,0.531155071683532,0,0,1,0,0,1,0,0
"161","Benin",NA,"Benin",10,2,9,3,0.0032703488372093,0.000244872972145699,0.000645494448747741,2.64970853206147,0.531125371844851,0,0,3,0,0,3,0,0
"162","Bhutan",NA,"Bhutan",6,9,5,5,0.00181686046511628,0.00110192837465565,0.000358608027082078,2.65037095919449,0.531021550096246,NA,NA,NA,NA,NA,NA,NA,NA
"163","French Guiana",NA,"French Guiana",7,1,13,0,0.00218023255813953,0.00012243648607285,0.000932380870413403,2.64871489136195,0.530620255159736,NA,NA,NA,NA,NA,NA,NA,NA
"164","Mauritania",NA,"Mauritania",19,43,30,-57,0.0065406976744186,0.00526476890113254,0.00215164816249247,2.62983571807101,0.529939113219366,0,0,0,0,1,1,0.5,0
"165","Serbia-Montenegro",NA,"Serbia-Montenegro",11,3,5,0,0.00363372093023256,0.000367309458218549,0.000358608027082078,2.64871489136195,0.531015008994342,NA,NA,NA,NA,NA,NA,NA,NA
"166","Soviet Union",NA,"Soviet Union",78,96,150,-252,0.0279796511627907,0.0117539026629936,0.0107582408124623,2.56524907260201,0.527121528830631,0,0,4,0,0,4,0,0
"167","Martinique",NA,"Martinique",12,0,1,0,0.00399709302325581,0,7.17216054164156e-05,2.64871489136195,0.53095645050045,0,0,1,0,0,1,0,0
"168","Gambia",NA,"Gambia",3,13,2,0,0.000726744186046512,0.00159167431894705,0.000143443210832831,2.64871489136195,0.530467192466055,0,0,1,0,0,1,0,0
"169","French Polynesia",NA,"French Polynesia",3,0,13,0,0.000726744186046512,0,0.000932380870413403,2.64871489136195,0.530147477702287,NA,NA,NA,NA,NA,NA,NA,NA
"170","Lithuania",NA,"Lithuania",10,1,2,0,0.0032703488372093,0.00012243648607285,0.000143443210832831,2.64871489136195,0.530789502511541,0,0,3,1,0,4,0,0.2
"171","Montenegro",NA,"Montenegro",8,2,1,0,0.00254360465116279,0.000244872972145699,7.17216054164156e-05,2.64871489136195,0.530593865880466,NA,NA,NA,NA,NA,NA,NA,NA
"172","Comoros",NA,"Comoros",8,1,3,0,0.00254360465116279,0.00012243648607285,0.000215164816249247,2.64871489136195,0.530585823576811,NA,NA,NA,NA,NA,NA,NA,NA
"173","Romania",NA,"Romania",6,4,9,0,0.00181686046511628,0.000489745944291399,0.000645494448747741,2.64871489136195,0.530564059084962,0,0,9,0,0,9,0,0
"174","North Yemen",NA,"North Yemen",6,3,1,0,0.00181686046511628,0.000367309458218549,7.17216054164156e-05,2.64871489136195,0.530412573570474,NA,NA,NA,NA,NA,NA,NA,NA
"175","Slovenia",NA,"Slovenia",6,1,2,0,0.00181686046511628,0.00012243648607285,0.000143443210832831,2.64871489136195,0.530353455999913,NA,NA,NA,NA,NA,NA,NA,NA
"176","Dominica",NA,"Dominica",4,3,10,0,0.00109011627906977,0.000367309458218549,0.000717216054164156,2.64871489136195,0.530323649204409,NA,NA,NA,NA,NA,NA,NA,NA
"177","St. Lucia",NA,"St. Lucia",2,2,12,0,0.000363372093023256,0.000244872972145699,0.000860659264996988,2.64871489136195,0.53009758364494,NA,NA,NA,NA,NA,NA,NA,NA
"178","International",NA,"International",1,1,12,0,0,0.00012243648607285,0.000860659264996988,2.64871489136195,0.529951841071211,0,0,53,1,11,65,0.166666666666667,0.0151515151515152
"179","Brunei",NA,"Brunei",6,0,1,0,0.00181686046511628,0,7.17216054164156e-05,2.64871489136195,0.530302380733008,0,0,1,0,0,1,0,0
"180","Solomon Islands",NA,"Solomon Islands",4,4,0,1,0.00109011627906977,0.000489745944291399,0,2.64904610492846,0.5302831796527,NA,NA,NA,NA,NA,NA,NA,NA
"181","Bahamas",NA,"Bahamas",5,1,0,0,0.00145348837209302,0.00012243648607285,0,2.64871489136195,0.53021575572984,NA,NA,NA,NA,NA,NA,NA,NA
"182","Hong Kong",NA,"Hong Kong",26,4,102,-97,0.0090843023255814,0.000489745944291399,0.0073156037524744,2.6165871754107,0.527652770313598,0,0,26,10,3,39,0.075,0.25
"183","Iceland",NA,"Iceland",4,0,0,0,0.00109011627906977,0,0,2.64871489136195,0.530070013156111,NA,NA,NA,NA,NA,NA,NA,NA
"184","North Korea",NA,"North Korea",1,3,4,0,0,0.000367309458218549,0.000286886421665663,2.64871489136195,0.529910548394189,0,0,22,0,1,23,0.0416666666666667,0
"185","St. Kitts and Nevis",NA,"St. Kitts and Nevis",2,0,9,0,0.000363372093023256,0,0.000645494448747741,2.64871489136195,0.529981088790047,NA,NA,NA,NA,NA,NA,NA,NA
"186","Turkmenistan",NA,"Turkmenistan",2,3,3,0,0.000363372093023256,0.000367309458218549,0.000215164816249247,2.64871489136195,0.530005215701012,NA,NA,NA,NA,NA,NA,NA,NA
"187","Equatorial Guinea",NA,"Equatorial Guinea",2,2,3,0,0.000363372093023256,0.000244872972145699,0.000215164816249247,2.64871489136195,0.529968484755191,NA,NA,NA,NA,NA,NA,NA,NA
"188","Vanuatu",NA,"Vanuatu",2,0,0,2,0.000363372093023256,0,0,2.64937731849497,0.5299844753269,NA,NA,NA,NA,NA,NA,NA,NA
"189","Mauritius",NA,"Mauritius",2,0,1,0,0.000363372093023256,0,7.17216054164156e-05,2.64871489136195,0.52986633422138,0,0,1,0,0,1,0,0
"190","Vatican City",NA,"Vatican City",1,0,3,0,0,0,0.000215164816249247,2.64871489136195,0.52978601123564,NA,NA,NA,NA,NA,NA,NA,NA
"191","Andorra",NA,"Andorra",1,0,0,0,0,0,0,2.64871489136195,0.52974297827239,NA,NA,NA,NA,NA,NA,NA,NA
"192","Antigua and Barbuda",NA,"Antigua and Barbuda",1,0,0,0,0,0,0,2.64871489136195,0.52974297827239,NA,NA,NA,NA,NA,NA,NA,NA
"193","Falkland Islands",NA,"Falkland Islands",1,0,0,0,0,0,0,2.64871489136195,0.52974297827239,NA,NA,NA,NA,NA,NA,NA,NA
"194","New Hebrides",NA,"New Hebrides",1,0,0,0,0,0,0,2.64871489136195,0.52974297827239,NA,NA,NA,NA,NA,NA,NA,NA
"195","Wallis and Futuna",NA,"Wallis and Futuna",1,0,0,0,0,0,0,2.64871489136195,0.52974297827239,NA,NA,NA,NA,NA,NA,NA,NA
"196","Guyana",NA,"Guyana",33,41,24,-97,0.0116279069767442,0.00501989592898684,0.00172131852999398,2.6165871754107,0.528656039659859,NA,NA,NA,NA,NA,NA,NA,NA
"197","Kazakhstan",NA,"Kazakhstan",31,39,22,-99,0.0109011627906977,0.00477502295684114,0.00157787531916114,2.61592474827769,0.528203380443632,0,0,2,0,0,2,0,0
"198","Singapore",NA,"Singapore",7,5,3,-94,0.00218023255813953,0.000612182430364249,0.000215164816249247,2.61758081611023,0.524396920681847,0,0,2,0,0,2,0,0
"199","Liberia",NA,"Liberia",35,177,36,-281,0.0123546511627907,0.0216712580348944,0.00258197779499096,2.55564387917329,0.521852944152962,0,0,2,0,0,2,0,0
"200","South Yemen",NA,"South Yemen",2,0,2,-99,0.000363372093023256,0,0.000143443210832831,2.61592474827769,0.523322649925611,NA,NA,NA,NA,NA,NA,NA,NA
"201","Suriname",NA,"Suriname",66,29,24,-322,0.0236191860465116,0.00355065809611264,0.00172131852999398,2.54206412294648,0.516908041538081,NA,NA,NA,NA,NA,NA,NA,NA
"202","Czechoslovakia",NA,"Czechoslovakia",10,27,23,-198,0.0032703488372093,0.00330578512396694,0.00164959692457756,2.58313460519343,0.518929680611954,0,0,1,0,0,1,0,0
"203","Cuba",NA,"Cuba",30,8,10,-239,0.0105377906976744,0.000979491888582798,0.000717216054164156,2.56955484896661,0.517509597780033,0,0,28,0,6,34,0.171428571428571,0
"204","Gabon",NA,"Gabon",9,8,3,-297,0.00290697674418605,0.000979491888582798,0.000215164816249247,2.55034446210917,0.511277865974914,0,0,1,0,0,1,0,0
